rgi_id,C,80;o1region,C,80;o2region,C,80;glims_id,C,80;anlys_id,N,18,0;subm_id,N,18,0;src_date,C,80;cenlon,N,24,15;cenlat,N,24,15;utm_zone,N,18,0;area_km2,N,24,15;primeclass,N,18,0;conn_lvl,N,18,0;surge_type,N,18,0;term_type,N,18,0;glac_name,C,80;is_rgi6,N,18,0;termlon,N,24,15;termlat,N,24,15;zmin_m,N,24,15;zmax_m,N,24,15;zmed_m,N,24,15;zmean_m,N,24,15;slope_deg,N,24,15;aspect_deg,N,24,15;aspect_sec,N,18,0;dem_source,C,80;lmax_m,N,18,0
RGI2000-v7.0-G-11-00318;11;11-01;G006145E45302N;752440;731;2003-08-13T00:00:00;6,147160;45,303380;32;0,1001;0;0;0;0;FR4N01xxxxxx du Gleyzin 1;0;6,147846810559790;45,305458470246600;2429,5;2626,6;2523,4;2521,8;28,28;329,5;8;COPDEM30;621
RGI2000-v7.0-G-11-00319;11;11-01;G006152E45297N;752447;731;2003-08-13T00:00:00;6,150936;45,296740;32;0,0433;0;0;0;0;FR4N01154E06 du Puy Gris/Comberousse 1;0;6,152436924574860;45,296988942215100;2478,7;2738,9;2581,1;2594,7;35,98;28,3;2;COPDEM30;746
RGI2000-v7.0-G-11-00320;11;11-01;G006161E45296N;752459;731;2003-08-13T00:00:00;6,160871;45,295552;32;0,0138;0;0;0;0;;0;6,161916698699230;45,295584550851800;2334,9;2414,6;2367,2;2370,3;39,20;28,7;2;COPDEM30;222
RGI2000-v7.0-G-11-00321;11;11-01;G006158E45307N;752456;731;2003-08-13T00:00:00;6,157886;45,306828;32;0,0531;0;0;0;0;FR4N01154E07 de Clarant;0;6,160371813361840;45,306614418494500;2359,7;2558,6;2420,4;2429,3;34,75;48,0;2;COPDEM30;364
RGI2000-v7.0-G-11-00322;11;11-01;G006133E45303N;752427;731;2003-08-13T00:00:00;6,133797;45,302971;32;0,1080;0;0;0;0;FR4N01xxxxxx de la Porte d'Eglise;0;6,140070097158560;45,305606546636400;2276,0;2647,8;2435,8;2450,3;34,63;0,3;1;COPDEM30;1041
RGI2000-v7.0-G-11-00323;11;11-01;G005994E45174N;752394;731;2003-08-13T00:00:00;5,993113;45,173667;31;0,0238;0;0;0;0;FR4N01162A01 de Balmette;0;5,994704362364790;45,173832205922600;2508,0;2652,4;2574,0;2571,5;39,30;31,1;2;COPDEM30;245
RGI2000-v7.0-G-11-00324;11;11-01;G005985E45171N;752393;731;2003-08-13T00:00:00;5,984849;45,170925;31;0,2877;0;0;0;0;FR4N01xxxxxx de Freydane;0;5,983713897982290;45,173654790109700;2404,6;2709,7;2522,8;2531,8;26,47;347,9;1;COPDEM30;703
RGI2000-v7.0-G-11-00325;11;11-01;G005956E45173N;752392;731;2003-08-13T00:00:00;5,955336;45,172503;31;0,0257;0;0;0;0;FR4N01xxxxxx de la Sitre;0;5,955760993234460;45,173003125529800;2501,0;2609,0;2537,0;2543,5;38,81;332,3;8;COPDEM30;141
RGI2000-v7.0-G-11-00326;11;11-01;G006265E44864N;752547;731;2003-08-13T00:00:00;6,265536;44,864487;32;0,0360;0;0;0;0;FR4N01172D02 de la Grande Roche;0;6,266244776580940;44,862434609953100;2769,0;3063,5;2918,5;2914,2;38,64;142,5;4;COPDEM30;437
RGI2000-v7.0-G-11-00327;11;11-01;G006277E44868N;752558;731;2003-08-13T00:00:00;6,276491;44,867862;32;0,0365;0;0;0;0;FR4N01172D02 de la Grande Roche;0;6,275826502673840;44,867007031578200;2843,9;3001,5;2906,8;2913,1;34,29;180,3;5;COPDEM30;348
RGI2000-v7.0-G-11-00328;11;11-01;G006311E44879N;752586;731;2003-08-13T00:00:00;6,310970;44,878263;32;0,1398;0;0;0;0;FR4N01166D16 de Boverjat;0;6,314401402382990;44,876740753871100;2919,0;3199,3;3054,9;3051,9;31,11;72,5;3;COPDEM30;468
RGI2000-v7.0-G-11-00329;11;11-01;G006314E44884N;752588;731;2003-08-13T00:00:00;6,314163;44,884013;32;0,0101;0;0;0;0;FR4N01166D17 du Col du Cheret;0;6,314826340438520;44,884343471880000;2901,1;2960,6;2924,1;2927,3;29,32;91,1;3;COPDEM30;145
RGI2000-v7.0-G-11-00330;11;11-01;G006315E44890N;752589;731;2003-08-13T00:00:00;6,314141;44,890150;32;0,0281;0;0;0;0;FR4N01166D18 du Cheret;0;6,315784859812280;44,891242033196700;2755,0;2986,7;2861,0;2861,9;41,95;48,7;2;COPDEM30;284
RGI2000-v7.0-G-11-00331;11;11-01;G006353E44824N;752657;731;2003-09-21T00:00:00;6,353336;44,823645;32;0,2851;0;0;0;0;FR4N01083A10 des Bruyeres;0;6,352894810619700;44,828027297997900;2495,4;3286,6;2819,9;2868,4;40,61;17,6;1;COPDEM30;883
RGI2000-v7.0-G-11-00332;11;11-01;G006358E44819N;752666;731;2003-09-21T00:00:00;6,356538;44,819139;32;0,0602;0;0;0;0;FR4N01083A?? de Malamort;0;6,361029879266200;44,820071485763100;2858,2;3120,3;2996,2;2991,2;32,78;107,0;3;COPDEM30;523
RGI2000-v7.0-G-11-00333;11;11-01;G006352E44818N;752656;731;2003-09-21T00:00:00;6,352056;44,817399;32;0,0147;0;0;0;0;du Pic de Malamort?;0;6,351362828313990;44,816615454405400;3055,3;3199,0;3163,5;3157,6;33,95;188,0;5;COPDEM30;179
RGI2000-v7.0-G-11-00334;11;11-01;G006363E44824N;752678;731;2003-08-13T00:00:00;6,363924;44,824093;32;0,0480;0;0;0;0;FR4N01083A?? de l'Amiree Bruyere;0;6,365049994531080;44,825654832009800;2457,1;2908,1;2686,0;2688,5;50,56;13,6;1;COPDEM30;410
RGI2000-v7.0-G-11-00335;11;11-01;G006398E44801N;752709;731;2003-09-21T00:00:00;6,397918;44,800025;32;0,0266;0;0;0;0;FR4N01083A03 de Mandare 1;0;6,398722257190110;44,800945108874000;2927,8;3076,0;2981,3;2984,4;32,98;27,7;2;COPDEM30;233
RGI2000-v7.0-G-11-00336;11;11-01;G006404E44803N;752714;731;2003-09-21T00:00:00;6,404861;44,803596;32;0,1301;0;0;0;0;FR4N01083A02 de l'Aigliere 1;0;6,405251246035370;44,805874922654200;2846,4;3091,2;2941,8;2948,9;25,67;19,4;1;COPDEM30;584
RGI2000-v7.0-G-11-00337;11;11-01;G006412E44801N;752718;731;2003-09-21T00:00:00;6,412292;44,801232;32;0,0405;0;0;0;0;;0;6,414468958380770;44,801351146303400;2808,7;2923,7;2841,5;2849,9;20,74;104,5;3;COPDEM30;375
RGI2000-v7.0-G-11-00338;11;11-01;G006409E44797N;752717;731;2003-09-21T00:00:00;6,410647;44,796191;32;0,0442;0;0;0;0;FR4N01082C01? des Neyzets;0;6,410622848073940;44,797368597013100;3015,8;3147,8;3114,8;3109,0;26,43;22,1;1;COPDEM30;282
RGI2000-v7.0-G-11-00339;11;11-01;G006396E44725N;752708;731;2003-09-21T00:00:00;6,396426;44,724827;32;0,0127;0;0;0;0;;0;6,396299857943200;44,725216673436600;2912,8;2991,0;2948,4;2949,8;38,78;8,3;1;COPDEM30;101
RGI2000-v7.0-G-11-00340;11;11-01;G006406E44709N;752716;731;2003-09-21T00:00:00;6,407788;44,708027;32;0,0535;0;0;0;0;FR4N01082A01 de Faravel;0;6,407236137461570;44,709368089565100;2815,6;2987,8;2871,1;2881,3;30,60;5,9;1;COPDEM30;293
RGI2000-v7.0-G-11-00341;11;11-01;G006843E44546N;752852;731;2003-08-13T00:00:00;6,844658;44,546358;32;0,0248;0;0;0;0;FR4N01094A01 de Chauvet 2;0;6,843484205283250;44,547021134933700;3062,6;3204,9;3132,0;3133,6;42,41;356,8;1;COPDEM30;287
RGI2000-v7.0-G-11-00342;11;11-01;G006851E44548N;752859;731;2003-08-13T00:00:00;6,852616;44,547852;32;0,0198;0;0;0;0;FR4N01094A01 de Chauvet 1;0;6,851371829675690;44,547738855106800;3056,0;3236,1;3140,2;3140,1;41,66;303,8;8;COPDEM30;202
RGI2000-v7.0-G-11-00343;11;11-01;G006862E44550N;752868;731;2003-08-13T00:00:00;6,861795;44,550284;32;0,1001;0;0;0;0;FR4N01093A02 de Marinet Ouest;0;6,862529386232350;44,552176989708000;2763,8;3040,9;2908,2;2895,6;29,56;358,9;1;COPDEM30;512
RGI2000-v7.0-G-11-00365;11;11-01;G006893E45141N;752922;731;2003-08-13T00:00:00;6,893989;45,140175;32;0,2876;0;0;0;0;FR4N01154Q10 Ferrand;0;6,887288237723120;45,137963443526800;3041,1;3338,1;3177,9;3184,4;25,25;300,7;8;COPDEM30;757
RGI2000-v7.0-G-11-00368;11;11-01;G006886E45163N;752906;731;2003-08-13T00:00:00;6,883874;45,163142;32;0,1384;0;0;0;0;FR4N01154Q06 des Aiguilles;0;6,882812120326460;45,163805493312800;2781,7;3117,5;2891,2;2905,5;31,34;322,5;8;COPDEM30;661
RGI2000-v7.0-G-11-00369;11;11-01;G006897E45172N;752927;731;2003-08-13T00:00:00;6,895754;45,171780;32;0,0603;0;0;0;0;FR4N01154Q04? de Savine;0;6,898582946075910;45,172442437674300;2907,1;3123,4;2994,5;3000,1;35,48;27,4;2;COPDEM30;418
RGI2000-v7.0-G-11-00370;11;11-01;G006931E45182N;752965;731;2003-08-13T00:00:00;6,931049;45,182092;32;0,0540;0;0;0;0;FR4L01421A01 du Bard;0;6,933246151693780;45,182300076218900;3137,9;3294,2;3201,8;3205,9;30,23;39,9;2;COPDEM30;417
RGI2000-v7.0-G-11-00371;11;11-01;G006869E45136N;752882;731;2003-08-13T00:00:00;6,867359;45,134555;32;0,2001;0;0;0;0;FR4N01154Q12 d'Ambin;0;6,870025812835340;45,137045105278900;2821,4;3193,8;2947,4;2969,4;31,67;5,3;1;COPDEM30;852
RGI2000-v7.0-G-11-00372;11;11-01;G006856E45134N;752860;731;2003-08-13T00:00:00;6,852557;45,132623;32;0,5391;0;0;0;0;FR4N01154Q13 Sommeiller;0;6,858559426477500;45,136892999637600;2837,3;3216,8;2962,4;2979,7;23,67;345,6;1;COPDEM30;1411
RGI2000-v7.0-G-11-00373;11;11-01;G006833E45140N;752845;731;2003-08-13T00:00:00;6,834191;45,139796;32;0,1049;0;0;0;0;FR4N01154Q18 d'Etache;0;6,832193364798760;45,141950255756200;2831,4;3049,5;2907,9;2914,1;29,03;27,2;2;COPDEM30;571
RGI2000-v7.0-G-11-00374;11;11-01;G006798E45157N;752808;731;2003-08-13T00:00:00;6,798439;45,155836;32;0,0314;0;0;0;0;FR4N01154B05 de Pierre Minieu 1;0;6,797642378613160;45,157231811570400;3026,9;3135,3;3060,6;3065,8;22,93;24,9;2;COPDEM30;373
RGI2000-v7.0-G-11-00375;11;11-01;G006760E45282N;752770;731;2003-08-13T00:00:00;6,759730;45,279603;32;0,0577;0;0;0;0;FR4N01151C08 du Coin du Covard 1;0;6,761080815031770;45,278719471867700;2799,9;3012,5;2832,2;2851,2;21,06;110,0;3;COPDEM30;502
RGI2000-v7.0-G-11-00376;11;11-01;G006760E45281N;752771;731;2003-08-13T00:00:00;6,760173;45,281122;32;0,0128;0;0;0;0;FR4N01151C08 du Coin du Covard 3;0;6,760557965007950;45,280559795584200;2856,4;2910,7;2882,9;2883,1;25,61;177,5;5;COPDEM30;109
RGI2000-v7.0-G-11-00377;11;11-01;G006761E45284N;752772;731;2003-08-13T00:00:00;6,760866;45,283659;32;0,0261;0;0;0;0;FR4N01151C08 du Coin du Covard 2;0;6,760325223904360;45,282698150765000;2990,3;3159,7;3067,8;3068,5;37,16;189,2;5;COPDEM30;254
RGI2000-v7.0-G-11-00378;11;11-01;G006754E45288N;752762;731;2003-08-13T00:00:00;6,753708;45,287728;32;0,0285;0;0;0;0;;0;6,753459521218560;45,286997723386400;3524,9;3635,6;3587,8;3584,6;33,50;156,9;4;COPDEM30;234
RGI2000-v7.0-G-11-00379;11;11-01;G006767E45290N;752777;731;2003-08-13T00:00:00;6,766282;45,289619;32;0,4337;0;0;0;0;FR4N01152A01 de Belle Place;0;6,771194317917760;45,292479242810400;2810,9;3232,3;3024,5;3018,4;28,83;68,7;3;COPDEM30;948
RGI2000-v7.0-G-11-00380;11;11-01;G006748E45302N;752758;731;2003-08-13T00:00:00;6,743848;45,300990;32;2,7227;0;0;0;0;FR4N01152A05 Mahure;0;6,754970174931140;45,304198235798000;2718,0;3532,2;3170,5;3145,8;25,01;87,1;3;COPDEM30;2538
RGI2000-v7.0-G-11-00381;11;11-01;G006725E45299N;752754;731;2003-08-13T00:00:00;6,728775;45,298353;32;0,5542;0;0;0;0;FR4N01xxxxxx Rosoire;0;6,714686861121570;45,294739732679200;2926,3;3452,6;3218,4;3225,0;23,56;289,2;7;COPDEM30;1106
RGI2000-v7.0-G-11-00382;11;11-01;G006733E45291N;752756;731;2003-08-13T00:00:00;6,735573;45,291090;32;0,1865;0;0;0;0;FR4N01151C03 de Labby 1;0;6,728572773118880;45,291641871524000;2997,3;3297,3;3155,7;3156,5;23,58;254,7;7;COPDEM30;764
RGI2000-v7.0-G-11-00383;11;11-01;G006727E45309N;752753;731;2003-08-13T00:00:00;6,721251;45,310648;32;1,8749;0;0;0;0;FR4N01146C38+146C39 Genepy;0;6,719977015496800;45,312712721860300;2677,7;3553,0;3176,5;3155,8;28,24;304,1;8;COPDEM30;2551
RGI2000-v7.0-G-11-00384;11;11-01;G006756E45318N;752760;731;2003-08-13T00:00:00;6,749607;45,320480;32;3,8671;0;0;0;3;FR4N01152A07 Arpont;0;6,773171226312170;45,317155510500500;2679,4;3572,0;3277,6;3232,9;19,56;128,9;4;COPDEM30;2750
RGI2000-v7.0-G-11-00385;11;11-01;G006747E45337N;752757;731;2003-08-13T00:00:00;6,743319;45,336411;32;1,3627;0;0;0;0;FR4N01146C30+C32+C33 des Sonnailles/des Nants;0;6,739576697113070;45,342466883307600;3106,6;3548,5;3418,5;3408,9;14,03;308,1;8;COPDEM30;1837
RGI2000-v7.0-G-11-00386;11;11-01;G006763E45344N;752768;731;2003-08-13T00:00:00;6,758532;45,342722;32;3,4793;0;0;0;0;FR4N01152A09 Pelve;0;6,776062905995900;45,346463581971700;2648,6;3527,5;3187,2;3151,6;17,23;51,7;2;COPDEM30;2543
RGI2000-v7.0-G-11-00387;11;11-01;G006765E45335N;752775;731;2003-08-13T00:00:00;6,765040;45,334933;32;0,5807;0;0;0;0;;0;6,773413390312770;45,338922571493000;2814,1;3565,8;3304,0;3282,2;25,20;53,5;2;COPDEM30;1512
RGI2000-v7.0-G-11-00388;11;11-01;G006772E45330N;752780;731;2003-08-13T00:00:00;6,771614;45,329760;32;0,3722;0;0;0;0;;0;6,775104386079890;45,333162232273300;2941,2;3519,2;3138,6;3165,7;28,28;101,6;3;COPDEM30;1247
RGI2000-v7.0-G-11-00389;11;11-01;G006765E45361N;752779;731;2003-08-13T00:00:00;6,770120;45,358415;32;1,9358;0;0;0;0;FR4N01146C24 du Grand Marchet;0;6,743132074805340;45,358210827553300;2776,9;3231,2;2969,5;3006,9;13,85;339,1;1;COPDEM30;3085
RGI2000-v7.0-G-11-00390;11;11-01;G006785E45359N;752789;731;2003-08-13T00:00:00;6,784661;45,358313;32;0,0470;0;0;0;0;FR4N01xxxxxx du Lac de la Roche;0;6,785533682724970;45,356411667790200;2900,3;3058,5;2939,1;2949,1;36,19;104,2;3;COPDEM30;231
RGI2000-v7.0-G-11-00391;11;11-01;G006780E45369N;752788;731;2003-08-13T00:00:00;6,783589;45,368946;32;3,2847;0;0;0;0;FR4N01146C21 de l'Arcelin;0;6,775275766774150;45,380562743396700;2652,3;3210,3;3040,9;3015,8;10,95;348,0;1;COPDEM30;2829
RGI2000-v7.0-G-11-00392;11;11-01;G006787E45365N;752806;731;2003-08-13T00:00:00;6,797353;45,366624;32;0,0318;0;0;0;0;;0;6,798391160982380;45,366420880818700;3028,2;3089,2;3062,8;3062,7;17,50;124,7;4;COPDEM30;333
RGI2000-v7.0-G-11-00393;11;11-01;G006788E45366N;752809;731;2003-08-13T00:00:00;6,797770;45,369095;32;0,0336;0;0;0;0;FR4N01146C21 de la Roche Ferran;0;6,799740587188750;45,369571665015400;2985,2;3053,5;3026,8;3023,8;20,03;98,2;3;COPDEM30;290
RGI2000-v7.0-G-11-00394;11;11-01;G006799E45376N;752803;731;2003-08-13T00:00:00;6,796191;45,376096;32;0,3587;0;0;0;0;FR4N01146C21 de la Rechasse;0;6,799269733589200;45,378410471839700;2817,0;3110,4;2966,3;2962,8;21,47;3,2;1;COPDEM30;655
RGI2000-v7.0-G-11-00395;11;11-01;G006811E45402N;752825;731;2003-08-13T00:00:00;6,808564;45,401537;32;0,8230;0;0;0;0;FR4N01146C20 des Grands Couloirs;0;6,802057141574790;45,399430996434400;2739,2;3825,8;3392,4;3368,5;31,61;258,4;7;COPDEM30;2109
RGI2000-v7.0-G-11-00396;11;11-01;G006803E45409N;752817;731;2003-08-13T00:00:00;6,805383;45,408626;32;0,7312;0;0;0;0;FR4N01146C16 de la Grande Casse;0;6,795961565141900;45,403716193097300;2679,2;3077,7;2846,1;2840,4;18,60;266,5;7;COPDEM30;1724
RGI2000-v7.0-G-11-00397;11;11-01;G006797E45418N;752807;731;2003-08-13T00:00:00;6,797034;45,417114;32;0,2391;0;0;0;0;FR4N01146B14 Nord de la Gliere 1;0;6,798037737499540;45,420991584329400;2482,3;2932,5;2660,0;2663,4;29,34;348,4;1;COPDEM30;910
RGI2000-v7.0-G-11-00398;11;11-01;G006788E45418N;752793;731;2003-08-13T00:00:00;6,788829;45,417837;32;0,1765;0;0;0;0;FR4N01146B16 Nord de la Gliere 2;0;6,791477131721080;45,419985156225700;2593,2;2902,6;2719,2;2719,7;27,34;8,3;1;COPDEM30;594
RGI2000-v7.0-G-11-00399;11;11-01;G006782E45419N;752787;731;2003-08-13T00:00:00;6,782608;45,417714;32;0,1755;0;0;0;0;FR4N01146B17 de la Roche du Tougne;0;6,782311518176310;45,421556403063000;2714,8;3102,4;2908,4;2909,3;29,91;33,4;2;COPDEM30;808
RGI2000-v7.0-G-11-00400;11;11-01;G006790E45411N;752794;731;2003-08-13T00:00:00;6,789696;45,410706;32;0,1525;0;0;0;0;FR4N01146C13 Sud de la Gliere;0;6,786619233315780;45,411146859364000;2864,3;3139,8;2985,4;2994,4;26,36;260,2;7;COPDEM30;674
RGI2000-v7.0-G-11-00401;11;11-01;G006809E45420N;752823;731;2003-08-13T00:00:00;6,808367;45,419617;32;0,1482;0;0;0;0;FR4N01146B12 de l'Epena 2;0;6,806258975661450;45,421912977712400;2376,0;2909,6;2508,8;2535,9;38,19;1,1;1;COPDEM30;768
RGI2000-v7.0-G-11-00402;11;11-01;G006828E45414N;752846;731;2003-08-13T00:00:00;6,834019;45,413456;32;1,6040;0;0;0;0;FR4N01146B10 de l'Epena 1;0;6,824529144100860;45,422199990942400;2398,8;3724,7;2867,3;2907,0;28,70;4,3;1;COPDEM30;2869
RGI2000-v7.0-G-11-00403;11;11-01;G006843E45417N;752850;731;2003-08-13T00:00:00;6,841751;45,415553;32;0,6177;0;0;0;0;FR4N01146B09 de Rosolin;0;6,842301195989620;45,421483952913100;2569,3;3017,3;2789,5;2799,4;18,17;352,4;1;COPDEM30;1244
RGI2000-v7.0-G-11-00404;11;11-01;G006862E45413N;752863;731;2003-08-13T00:00:00;6,854936;45,419373;32;1,9353;0;0;0;0;FR4N01146B07 de Premou;0;6,853628803778130;45,430038281391400;2309,7;3459,1;2918,0;2820,4;26,80;345,7;1;COPDEM30;2963
RGI2000-v7.0-G-11-00405;11;11-01;G006881E45423N;752896;731;2003-08-13T00:00:00;6,876552;45,421322;32;4,2181;0;0;0;0;FR4N01146B04+52B03 de la Grande Motte;0;6,863700054607820;45,424480253176200;2495,5;3626,2;2937,9;2999,6;20,71;8,5;1;COPDEM30;2816
RGI2000-v7.0-G-11-00406;11;11-01;G006870E45430N;752899;731;2003-08-13T00:00:00;6,879034;45,431652;32;0,3344;0;0;0;0;FR4N01146B03 de Pramecou;0;6,865650977319240;45,430742247846400;2776,0;3070,4;2975,2;2962,4;24,51;321,7;8;COPDEM30;1393
RGI2000-v7.0-G-11-00407;11;11-01;G006883E45435N;752907;731;2003-08-13T00:00:00;6,884380;45,434619;32;0,0864;0;0;0;0;Glacier de Pramecou_1;0;6,884013248849870;45,436725032427800;2743,3;3005,4;2839,7;2842,1;34,09;34,0;2;COPDEM30;465
RGI2000-v7.0-G-11-00408;11;11-01;G006910E45386N;752940;731;2003-08-13T00:00:00;6,908664;45,385620;32;0,8391;0;0;0;0;FR4N01152B11 de la Leisse;0;6,902525012386200;45,387818050247200;2844,1;3385,5;3080,1;3079,1;31,37;337,4;8;COPDEM30;1474
RGI2000-v7.0-G-11-00409;11;11-01;G006921E45382N;752947;731;2003-08-13T00:00:00;6,920416;45,381828;32;0,0583;0;0;0;0;FR4N01152C01 de la Sana;0;6,922661166917010;45,381371647364700;3177,3;3375,8;3245,1;3253,0;23,21;82,2;3;COPDEM30;616
RGI2000-v7.0-G-11-00410;11;11-01;G006922E45391N;752954;731;2003-08-13T00:00:00;6,924026;45,390107;32;0,7707;0;0;0;0;FR4N01144F10 des Barmes de l'Ours;0;6,924654993914510;45,396529828316600;2791,1;3113,7;2940,3;2944,4;19,85;37,0;2;COPDEM30;1515
RGI2000-v7.0-G-11-00411;11;11-01;G006939E45386N;752970;731;2003-08-13T00:00:00;6,938963;45,386487;32;0,0438;0;0;0;0;Glacier des Barmes de l'Ours_2;0;6,939316793314760;45,387892673350400;2844,1;3036,8;2946,7;2942,9;30,75;8,7;1;COPDEM30;357
RGI2000-v7.0-G-11-00412;11;11-01;G006893E45380N;752923;731;2003-08-13T00:00:00;6,893902;45,379730;32;0,1424;0;0;0;0;FR4N01152B12 du Charbonnier;0;6,888166261841870;45,381511300084200;2840,5;3177,6;2979,6;2984,8;32,85;337,1;8;COPDEM30;907
RGI2000-v7.0-G-11-00413;11;11-01;G006910E45346N;752942;731;2003-08-13T00:00:00;6,909956;45,344673;32;0,1180;0;0;0;0;FR4N01152C15 des Broes;0;6,909715488384720;45,346937382713600;2946,8;3371,9;3154,3;3158,6;41,35;359,4;1;COPDEM30;533
RGI2000-v7.0-G-11-00414;11;11-01;G006904E45335N;752939;731;2003-08-13T00:00:00;6,908533;45,334244;32;2,3309;0;0;0;0;FR4N01152C13+52C14+53A02 du Vallonet 1;0;6,896334305290430;45,342078520148800;2781,6;3512,3;3282,7;3267,2;14,79;6,8;1;COPDEM30;2349
RGI2000-v7.0-G-11-00415;11;11-01;G006894E45327N;752924;731;2003-08-13T00:00:00;6,894528;45,327686;32;0,0543;0;0;0;0;FR4N01153A01 de Pisselerand;0;6,896190221047940;45,327044303288300;3268,5;3365,8;3305,7;3306,5;19,03;119,0;4;COPDEM30;324
RGI2000-v7.0-G-11-00416;11;11-01;G006886E45334N;752908;731;2003-08-13T00:00:00;6,885425;45,332578;32;0,1857;0;0;0;0;FR4N01152C17 du Grand Vallon 2;0;6,885268657691360;45,335815443382600;2974,1;3262,6;3049,9;3062,5;23,73;333,7;8;COPDEM30;851
RGI2000-v7.0-G-11-00417;11;11-01;G006948E45337N;752978;731;2003-08-13T00:00:00;6,948319;45,335708;32;0,7181;0;0;0;0;FR4N01152C11 du Vallonbrun;0;6,939413249426300;45,336519675751000;2800,2;3433,3;3025,2;3055,2;27,13;320,2;8;COPDEM30;1614
RGI2000-v7.0-G-11-00418;11;11-01;G006956E45344N;752983;731;2003-08-13T00:00:00;6,952968;45,343483;32;0,9131;0;0;0;0;FR4N01152C07 de Gefret;0;6,951606180736310;45,347896357621200;2814,3;3325,4;3003,6;3019,6;24,35;351,4;1;COPDEM30;1615
RGI2000-v7.0-G-11-00419;11;11-01;G006968E45352N;752996;731;2003-08-13T00:00:00;6,968261;45,350930;32;0,1372;0;0;0;0;FR4N01152C06 de Lechours;0;6,965607675084630;45,352740745216600;2910,4;3186,9;3026,7;3031,1;32,03;352,3;1;COPDEM30;519
RGI2000-v7.0-G-11-00420;11;11-01;G006980E45346N;753007;731;2003-08-13T00:00:00;6,983381;45,347069;32;0,9400;0;0;0;0;FR4N01153A04 de Mean Martin;0;6,986022961374660;45,351394339475800;2823,6;3328,6;2987,1;2997,1;23,63;22,1;1;COPDEM30;1934
RGI2000-v7.0-G-11-00421;11;11-01;G006992E45348N;753023;731;2003-08-13T00:00:00;6,993473;45,346728;32;0,0624;0;0;0;0;;0;6,991203041112530;45,348650586515000;2933,8;3102,2;3022,0;3017,1;22,48;341,7;1;COPDEM30;484
RGI2000-v7.0-G-11-00422;11;11-01;G006979E45363N;753004;731;2003-08-13T00:00:00;6,980572;45,362476;32;0,5521;0;0;0;3;FR4N01152C03 des Roches Blanches;0;6,977718760832510;45,367230003247500;2899,8;3243,4;3055,6;3054,7;20,86;324,3;8;COPDEM30;1109
RGI2000-v7.0-G-11-00423;11;11-01;G006990E45372N;753013;731;2003-08-13T00:00:00;6,986327;45,371615;32;0,7723;0;0;0;2;FR4N01144F06 des Fours;0;6,989255764326420;45,375750512915100;2766,0;3294,0;2951,7;2974,2;26,77;4,8;1;COPDEM30;910
RGI2000-v7.0-G-11-00424;11;11-01;G007005E45370N;753049;731;2003-08-13T00:00:00;7,004780;45,369187;32;0,4968;0;0;0;0;FR4N01153A08 des Roches;0;7,010058118398590;45,372202707887800;2853,8;3237,2;3044,5;3037,7;24,43;35,1;2;COPDEM30;1097
RGI2000-v7.0-G-11-00425;11;11-01;G007009E45383N;753058;731;2003-08-13T00:00:00;7,009274;45,382523;32;0,0326;0;0;0;0;FR4N01153A09 de Bezin;0;7,009472621490450;45,383627268598100;2899,6;2999,7;2930,6;2935,9;23,67;45,0;2;COPDEM30;232
RGI2000-v7.0-G-11-00426;11;11-01;G007009E45389N;753059;731;2003-08-13T00:00:00;7,008653;45,388599;32;0,0326;0;0;0;0;FR4N01153A10 du Fond 1;0;7,009364411235640;45,389669918786200;2914,2;2999,7;2946,0;2948,8;23,11;9,2;1;COPDEM30;256
RGI2000-v7.0-G-11-00427;11;11-01;G007012E45396N;753064;731;2003-08-13T00:00:00;7,012119;45,395516;32;0,0391;0;0;0;0;FR4N01153A11 de la Jave 1;0;7,013377225099410;45,396475723160900;2832,8;2918,0;2866,8;2868,6;20,85;33,4;2;COPDEM30;297
RGI2000-v7.0-G-11-00428;11;11-01;G007066E45414N;753119;731;2003-08-13T00:00:00;7,065813;45,414276;32;0,0116;0;0;0;0;;0;7,064999894482050;45,413831959038700;3063,0;3103,5;3077,7;3078,3;17,08;239,8;6;COPDEM30;200
RGI2000-v7.0-G-11-00429;11;11-01;G007068E45412N;753122;731;2003-08-13T00:00:00;7,068171;45,412419;32;0,0176;0;0;0;0;;0;7,067196507173660;45,413186417215100;3112,1;3175,8;3131,8;3137,9;17,32;284,7;7;COPDEM30;255
RGI2000-v7.0-G-11-00430;11;11-01;G007073E45407N;753132;731;2003-08-13T00:00:00;7,072871;45,407470;32;0,0411;0;0;0;0;FR4N01153B06 du Montet 2;0;7,074661173787110;45,407944158211800;3197,1;3334,0;3271,6;3270,7;29,03;52,2;2;COPDEM30;307
RGI2000-v7.0-G-11-00431;11;11-01;G007075E45421N;753137;731;2003-08-13T00:00:00;7,073918;45,419271;32;0,7376;0;0;0;1;FR4N01153B06 du Montet 1;0;7,074193027827020;45,422622425945500;2958,7;3255,9;3096,8;3093,3;18,75;91,8;3;COPDEM30;1639
RGI2000-v7.0-G-11-00432;11;11-01;G007062E45426N;753116;731;2003-08-13T00:00:00;7,064970;45,421537;32;0,7077;0;0;0;3;FR4N01153A15 du Grand Pisaillas 1;0;7,056342442836260;45,427271870680500;3018,1;3271,0;3146,5;3143,1;16,51;264,3;7;COPDEM30;1093
