rgi_id,C,80;o1region,C,80;o2region,C,80;glims_id,C,80;anlys_id,N,18,0;subm_id,N,18,0;src_date,C,80;cenlon,N,24,15;cenlat,N,24,15;utm_zone,N,18,0;area_km2,N,24,15;primeclass,N,18,0;conn_lvl,N,18,0;surge_type,N,18,0;term_type,N,18,0;glac_name,C,80;is_rgi6,N,18,0;termlon,N,24,15;termlat,N,24,15;zmin_m,N,24,15;zmax_m,N,24,15;zmed_m,N,24,15;zmean_m,N,24,15;slope_deg,N,24,15;aspect_deg,N,24,15;aspect_sec,N,18,0;dem_source,C,80;lmax_m,N,18,0
RGI2000-v7.0-G-11-00433;11;11-01;G007065E45432N;753117;731;2003-08-13T00:00:00;7,065282;45,430312;32;0,0443;0;0;0;0;Glacier Pers_2_2;0;7,065301370283200;45,431751246662700;3040,0;3286,5;3154,6;3155,0;39,60;12,1;1;COPDEM30;356
RGI2000-v7.0-G-11-00434;11;11-01;G007070E45432N;753130;731;2003-08-13T00:00:00;7,071511;45,431287;32;0,2618;0;0;0;0;FR4N01144E29 Pers 2;0;7,072252933005790;45,435716508290500;2831,6;3236,0;2980,0;2987,0;26,42;357,0;1;COPDEM30;971
RGI2000-v7.0-G-11-00435;11;11-01;G007078E45434N;753144;731;2003-08-13T00:00:00;7,079465;45,433565;32;0,1228;0;0;0;0;FR4N01144E27 Pers 1;0;7,075672817594340;45,434585406512400;2919,1;3136,4;3009,6;3009,9;21,53;324,3;8;COPDEM30;541
RGI2000-v7.0-G-11-00436;11;11-01;G007083E45437N;753150;731;2003-08-13T00:00:00;7,081670;45,437562;32;0,1805;0;0;0;3;FR4N01144E26 du Gros Caval;0;7,081354325882040;45,441271992149500;2862,7;3226,0;3019,4;3025,0;22,98;356,6;1;COPDEM30;985
RGI2000-v7.0-G-11-00437;11;11-01;G007100E45441N;753171;731;2003-08-13T00:00:00;7,099620;45,438400;32;0,9486;0;0;0;0;;0;7,090957603932510;45,445332184046800;2703,1;3403,4;3069,1;3062,8;23,87;345,2;1;COPDEM30;1874
RGI2000-v7.0-G-11-00438;11;11-01;G007101E45442N;753178;731;2003-08-13T00:00:00;7,106697;45,441322;32;1,0905;0;0;0;3;FR4N01144E22+E24 des Sources de l'Isere;0;7,097992609185580;45,444740911823800;2870,3;3456,1;3058,4;3068,7;17,37;326,2;8;COPDEM30;1823
RGI2000-v7.0-G-11-00443;11;11-01;G007098E45457N;753169;731;2003-08-13T00:00:00;7,097580;45,456368;32;0,0159;0;0;0;0;de la Galise 1;0;7,096519636886820;45,456537897019000;2863,2;2924,7;2873,8;2882,7;16,64;303,0;8;COPDEM30;245
RGI2000-v7.0-G-11-00444;11;11-01;G007095E45459N;753165;731;2003-08-13T00:00:00;7,095284;45,459049;32;0,0134;0;0;0;0;de la Galise 2;0;7,094366000000370;45,459694463471700;2889,2;2912,8;2896,8;2898,3;13,94;330,5;8;COPDEM30;162
RGI2000-v7.0-G-11-00445;11;11-01;G007095E45463N;753167;731;2003-08-13T00:00:00;7,096052;45,461769;32;0,0366;0;0;0;0;FR4N01144E18 de la Galise 3;0;7,095206163468770;45,461448140677400;2909,4;2977,6;2920,3;2925,3;16,45;283,3;7;COPDEM30;214
RGI2000-v7.0-G-11-00446;11;11-01;G007095E45468N;753166;731;2003-08-13T00:00:00;7,095071;45,473661;32;1,9870;0;0;0;0;Glacier de Bassagne;0;7,098069399524870;45,482245906223800;2696,6;3306,2;3014,0;3001,5;21,25;330,8;8;COPDEM30;2261
RGI2000-v7.0-G-11-00447;11;11-01;G007084E45470N;753151;731;2003-08-13T00:00:00;7,081820;45,473945;32;0,2008;0;0;0;0;Glacier de Calabre;0;7,080890424452210;45,478704266814300;2804,9;3112,4;2978,8;2975,9;20,08;343,2;1;COPDEM30;1049
RGI2000-v7.0-G-11-00448;11;11-01;G007068E45470N;753112;731;2003-08-13T00:00:00;7,060768;45,483432;32;3,1201;0;0;0;0;Glacier de Rhómes - Calabre;0;7,076078293176880;45,496024084489400;2709,0;3403,8;3035,6;3046,2;15,14;49,1;2;COPDEM30;3462
RGI2000-v7.0-G-11-00449;11;11-01;G007045E45482N;753090;731;2003-08-13T00:00:00;7,044893;45,481812;32;0,0504;0;0;0;0;Glacier de Rhómes Golette_2;0;7,043322161435990;45,483000096433800;3222,1;3471,3;3343,2;3339,2;42,14;357,1;1;COPDEM30;348
RGI2000-v7.0-G-11-00450;11;11-01;G007035E45480N;753085;731;2003-08-13T00:00:00;7,036558;45,478950;32;0,1649;0;0;0;0;FR4N01144D11 du Santel;0;7,029353691902710;45,480369371152200;2957,0;3402,1;3112,1;3126,7;26,11;299,2;8;COPDEM30;1020
RGI2000-v7.0-G-11-00451;11;11-01;G007042E45475N;753088;731;2003-08-13T00:00:00;7,042124;45,475562;32;0,1215;0;0;0;3;FR4N01144E05 du Couart Dessus;0;7,038577633995050;45,472334517827500;3122,5;3473,3;3292,3;3283,1;28,74;184,4;5;COPDEM30;880
RGI2000-v7.0-G-11-00452;11;11-01;G007056E45469N;753103;731;2003-08-13T00:00:00;7,055519;45,468914;32;0,0462;0;0;0;0;FR4N01144E08 de Bazel;0;7,054104161847210;45,468621102037900;3111,3;3337,8;3177,3;3191,5;35,06;238,8;6;COPDEM30;340
RGI2000-v7.0-G-11-00453;11;11-01;G007045E45487N;753102;731;2003-08-13T00:00:00;7,053649;45,495061;32;2,7505;0;0;0;0;Glacier de Rhómes-Golette_1;0;7,061005772425670;45,506524790262000;2703,3;3273,8;3055,7;3042,5;16,23;344,0;1;COPDEM30;3366
RGI2000-v7.0-G-11-00479;11;11-01;G007148E45420N;753218;731;2003-08-13T00:00:00;7,148450;45,419434;32;0,3808;0;0;0;0;FR4N01153B11 de Derriere les Lacs;0;7,142513408564400;45,422410621113600;3022,7;3297,2;3158,2;3159,8;20,86;260,3;7;COPDEM30;1417
RGI2000-v7.0-G-11-00480;11;11-01;G007155E45413N;753225;731;2003-08-13T00:00:00;7,154053;45,413033;32;0,0243;0;0;0;0;FR4N01153B12 de Levanna? 1;0;7,152036955089150;45,412313482501400;3105,0;3203,9;3175,2;3166,3;20,10;239,9;6;COPDEM30;313
RGI2000-v7.0-G-11-00481;11;11-01;G007162E45409N;753233;731;2003-08-13T00:00:00;7,162273;45,409327;32;0,0159;0;0;0;0;FR4N01153B13 des Trois Becs 1;0;7,161290018955990;45,408693413355400;3062,8;3114,4;3085,9;3086,6;17,40;249,5;7;COPDEM30;208
RGI2000-v7.0-G-11-00487;11;11-01;G007170E45391N;753238;731;2003-08-13T00:00:00;7,169537;45,390729;32;0,4131;0;0;0;0;Glacier des Sources de l'Arc_3;0;7,164164729154190;45,394488998971400;2842,0;3100,4;2967,1;2966,2;15,52;323,6;8;COPDEM30;1252
RGI2000-v7.0-G-11-00488;11;11-01;G007169E45397N;753232;731;2003-08-13T00:00:00;7,159649;45,387383;32;1,0471;0;0;0;0;FR4N01153B14+B15 des Sources de l'Arc 1;0;7,147274391139530;45,391112152438100;2702,0;3347,6;2956,3;2952,2;22,28;340,4;1;COPDEM30;1691
RGI2000-v7.0-G-11-00489;11;11-01;G007144E45371N;753222;731;2003-08-13T00:00:00;7,151384;45,376906;32;2,4046;0;0;0;0;FR4N01153B19 du Mulinet;0;7,136304309697500;45,374591624935900;2758,7;3350,1;3043,5;3037,1;17,60;295,9;8;COPDEM30;2276
RGI2000-v7.0-G-11-00493;11;11-01;G007143E45363N;753216;731;2003-08-13T00:00:00;7,146287;45,361058;32;1,9828;0;0;0;1;FR4N01153B20 du Grand Mean Nord;0;7,131152637099620;45,361344727368500;2847,1;3299,0;3085,6;3077,5;15,26;289,8;7;COPDEM30;1574
RGI2000-v7.0-G-11-00494;11;11-01;G007136E45353N;753209;731;2003-08-13T00:00:00;7,138192;45,352890;32;0,2530;0;0;0;0;FR4N01153B22 du Grand Mean Sud;0;7,132422497667700;45,353649768236400;2795,9;3242,3;3003,5;3002,9;35,91;338,4;1;COPDEM30;566
RGI2000-v7.0-G-11-00497;11;11-01;G007127E45347N;753200;731;2003-08-13T00:00:00;7,129542;45,347636;32;0,1377;0;0;0;0;FR4N01153B23? de la Pointe Bonne;0;7,124607667668730;45,345865713184300;2769,3;2987,3;2861,8;2865,4;29,66;302,5;8;COPDEM30;750
RGI2000-v7.0-G-11-00508;11;11-01;G007108E45318N;753180;731;2003-08-13T00:00:00;7,108452;45,317354;32;0,0480;0;0;0;0;FR4N01153C12? du Passage du Colerin?;0;7,106438711533540;45,317860110493700;3154,1;3205,8;3167,3;3171,2;11,66;276,1;7;COPDEM30;399
RGI2000-v7.0-G-11-00509;11;11-01;G007106E45323N;753175;731;2003-08-13T00:00:00;7,105654;45,322818;32;0,0409;0;0;0;0;FR4N01153C08+53C11 du Colerin 4;0;7,104044254412340;45,322971398988500;3110,8;3230,7;3182,8;3177,9;23,06;270,7;7;COPDEM30;323
RGI2000-v7.0-G-11-00510;11;11-01;G007107E45326N;753177;731;2003-08-13T00:00:00;7,106729;45,325814;32;0,0317;0;0;0;0;;0;7,103871392600610;45,325499619881400;3139,7;3293,3;3190,8;3193,5;23,60;251,5;7;COPDEM30;347
RGI2000-v7.0-G-11-00512;11;11-01;G007098E45330N;753168;731;2003-08-13T00:00:00;7,097993;45,329684;32;0,1890;0;0;0;0;;0;7,093087778305090;45,327191396151500;3152,1;3508,1;3312,4;3315,9;27,62;193,6;5;COPDEM30;800
RGI2000-v7.0-G-11-00513;11;11-01;G007097E45329N;753156;731;2003-08-13T00:00:00;7,087620;45,334257;32;1,0313;0;0;0;0;FR4N01153C08+53C11 du Colerin 1;0;7,078049818649750;45,330150395261800;2959,0;3599,8;3309,3;3274,6;16,76;281,5;7;COPDEM30;2219
RGI2000-v7.0-G-11-00514;11;11-01;G007087E45341N;753153;731;2003-08-13T00:00:00;7,085123;45,341332;32;1,6688;0;0;0;0;FR4N01153B31 Superieur du Vallonnet;0;7,068631618102370;45,348697721900200;2784,4;3584,3;3275,1;3221,5;25,17;354,4;1;COPDEM30;3392
RGI2000-v7.0-G-11-00515;11;11-01;G007088E45350N;753157;731;2003-08-13T00:00:00;7,087876;45,349526;32;0,5682;0;0;0;0;FR4N01153B32 Inferieur du Vallon;0;7,079371964829970;45,354300256025700;2336,8;2959,6;2588,4;2578,8;26,04;347,2;1;COPDEM30;1810
RGI2000-v7.0-G-11-00516;11;11-01;G007119E45337N;753192;731;2003-08-13T00:00:00;7,119886;45,333237;32;3,1076;0;0;0;0;Glacier des Evettes;0;7,114591470675680;45,345668495744400;2581,9;3462,0;3041,4;3050,1;23,79;14,6;1;COPDEM30;2814
RGI2000-v7.0-G-11-00518;11;11-01;G007109E45301N;753183;731;2003-08-13T00:00:00;7,113667;45,306111;32;0,5736;0;0;0;2;FR4N01153C14 des Grandes Pareis;0;7,101669756591310;45,299609720207200;2683,3;3322,6;3087,1;3062,4;29,98;294,4;8;COPDEM30;2056
RGI2000-v7.0-G-11-00519;11;11-01;G007130E45280N;753201;731;2003-08-13T00:00:00;7,130510;45,278465;32;0,8617;0;0;0;0;FR4N01153C17 d'Arnes;0;7,124944953405480;45,284519471302800;2817,9;3408,6;3113,1;3109,8;25,18;348,7;1;COPDEM30;1640
RGI2000-v7.0-G-11-00520;11;11-01;G007119E45275N;753193;731;2003-08-13T00:00:00;7,122452;45,273088;32;0,2914;0;0;0;0;FR4N01153C18 d'Arberon;0;7,114438258758400;45,272814675563600;3010,8;3438,8;3208,7;3199,4;25,08;298,4;8;COPDEM30;1006
RGI2000-v7.0-G-11-00521;11;11-01;G007127E45263N;753198;731;2003-08-13T00:00:00;7,127298;45,263832;32;0,2475;0;0;0;0;Glacier du Baounet_2;0;7,122808620712650;45,263312567328800;3027,8;3433,7;3183,8;3196,4;28,65;290,1;7;COPDEM30;756
RGI2000-v7.0-G-11-00522;11;11-01;G007126E45261N;753197;731;2003-08-13T00:00:00;7,125920;45,260849;32;0,0788;0;0;0;0;;0;7,120946567447030;45,261448518958500;2964,3;3342,4;3131,7;3139,1;42,02;321,2;8;COPDEM30;678
RGI2000-v7.0-G-11-00525;11;11-01;G007133E45254N;753202;731;2003-08-13T00:00:00;7,133206;45,254306;32;0,0193;0;0;0;0;FR4N01153C19 du Baounet 2;0;7,131991745072810;45,253741044190000;3190,6;3237,8;3212,9;3213,5;16,67;217,1;6;COPDEM30;233
RGI2000-v7.0-G-11-00526;11;11-01;G007117E45255N;753188;731;2003-08-13T00:00:00;7,118172;45,254728;32;2,0619;0;0;0;1;FR4N01153C19 du Baounet 1;0;7,109952766822140;45,264762368942600;2772,1;3326,0;3009,9;3009,6;15,92;350,0;1;COPDEM30;2561
RGI2000-v7.0-G-11-00527;11;11-01;G007104E45241N;753173;731;2003-08-13T00:00:00;7,104389;45,241127;32;0,0180;0;0;0;0;;0;7,103446973411380;45,240706797664200;3001,8;3054,5;3026,4;3027,2;13,79;235,4;6;COPDEM30;239
RGI2000-v7.0-G-11-00528;11;11-01;G007100E45236N;753170;731;2003-08-13T00:00:00;7,100149;45,236466;32;0,0306;0;0;0;0;;0;7,098217800391330;45,237054988566900;3039,4;3158,6;3090,5;3096,9;20,10;323,3;8;COPDEM30;357
RGI2000-v7.0-G-11-00529;11;11-01;G007090E45233N;753163;731;2003-08-13T00:00:00;7,091822;45,233558;32;0,6760;0;0;0;0;FR4N01153C25 de Derriere le Clapier;0;7,089138148426740;45,238993215537100;2773,8;3218,9;3006,4;2991,4;20,93;2,4;1;COPDEM30;1554
RGI2000-v7.0-G-11-00530;11;11-01;G007081E45227N;753148;731;2003-08-13T00:00:00;7,081353;45,227105;32;0,0585;0;0;0;0;FR4N01xxxxxx Selle du Ribon;0;7,082871286243000;45,227391412769300;3323,8;3472,5;3396,4;3397,3;28,81;66,0;2;COPDEM30;372
RGI2000-v7.0-G-11-00531;11;11-01;G007072E45236N;753131;731;2003-08-13T00:00:00;7,073139;45,235663;32;0,1837;0;0;0;0;FR4N01153D06 de l'Arcelle;0;7,067882324037080;45,238042420702600;2909,4;3360,2;3155,2;3138,0;33,90;324,2;8;COPDEM30;834
RGI2000-v7.0-G-11-00532;11;11-01;G007073E45246N;753136;731;2003-08-13T00:00:00;7,073807;45,246672;32;0,0582;0;0;0;0;FR4N01153C27? Sud de la Grande Felouse? 1;0;7,075482905254740;45,247912739249700;3173,2;3409,6;3338,5;3312,2;33,24;25,3;2;COPDEM30;389
RGI2000-v7.0-G-11-00533;11;11-01;G007070E45248N;753126;731;2003-08-13T00:00:00;7,069583;45,247824;32;0,0198;0;0;0;0;FR4N01153C27? Sud de la Grande Felouse? 2;0;7,071252603259980;45,248255590921000;3300,2;3419,2;3367,9;3363,2;30,02;43,1;2;COPDEM30;207
RGI2000-v7.0-G-11-00534;11;11-01;G007070E45252N;753125;731;2003-08-13T00:00:00;7,069297;45,252013;32;0,0612;0;0;0;0;FR4N01153C28? Nord de la Grande;0;7,071163746525650;45,253284431006900;3197,9;3473,1;3383,0;3369,6;33,79;18,4;1;COPDEM30;370
RGI2000-v7.0-G-11-00535;11;11-01;G007057E45259N;753105;731;2003-08-13T00:00:00;7,057203;45,258790;32;0,1205;0;0;0;0;FR4N01153D04? du Grand Fond?;0;7,051841508949440;45,259920807327200;3011,6;3380,1;3197,4;3202,3;34,81;339,8;1;COPDEM30;821
RGI2000-v7.0-G-11-00536;11;11-01;G007062E45273N;753111;731;2003-08-13T00:00:00;7,061421;45,273378;32;0,0596;0;0;0;0;FR4N01153C29? du Col d'Ouille Mouta?;0;7,063303183683260;45,273558538030500;3332,4;3482,5;3407,6;3401,8;29,53;33,4;2;COPDEM30;270
RGI2000-v7.0-G-11-00537;11;11-01;G007067E45282N;753118;731;2003-08-13T00:00:00;7,066316;45,281761;32;0,3418;0;0;0;1;FR4N01153C30 de l'Ouille Mouta;0;7,071166479523940;45,284982231854000;2911,8;3146,4;2984,1;2991,3;17,78;63,0;2;COPDEM30;889
RGI2000-v7.0-G-11-00538;11;11-01;G007048E45284N;753098;731;2003-08-13T00:00:00;7,051482;45,284927;32;0,6763;0;0;0;0;FR4N01153C31 de Charbonnel;0;7,045374389990280;45,288986521088300;3078,1;3732,7;3406,6;3405,6;32,33;346,7;1;COPDEM30;1287
RGI2000-v7.0-G-11-00539;11;11-01;G007040E45285N;753086;731;2003-08-13T00:00:00;7,038456;45,285580;32;0,2036;0;0;0;0;FR4N01153C32 de la Grala de Charbonnel 1;0;7,037773343995230;45,288283173076600;2953,7;3317,6;3090,0;3100,3;32,56;17,1;1;COPDEM30;842
RGI2000-v7.0-G-11-00540;11;11-01;G006980E45270N;753012;731;2003-08-13T00:00:00;6,985865;45,263701;32;0,9890;0;0;0;0;FR4N01153D12 du Vieux;0;6,995536252412060;45,258691513444000;3123,8;3599,6;3346,7;3348,5;27,47;50,4;2;COPDEM30;2296
RGI2000-v7.0-G-11-00541;11;11-01;G006974E45273N;753002;731;2003-08-13T00:00:00;6,974695;45,271877;32;0,5661;0;0;0;0;FR4N01153D15 de l'Arcelle Neuve;0;6,969640641519090;45,277938897516200;2970,2;3550,1;3228,8;3240,1;26,49;325,3;8;COPDEM30;1392
RGI2000-v7.0-G-11-00542;11;11-01;G006965E45268N;752993;731;2003-08-13T00:00:00;6,965417;45,268356;32;0,3790;0;0;0;0;FR4N01153D16 de l'Arcelle Neuve;0;6,961519374990300;45,270436124419300;2965,9;3374,3;3145,3;3145,4;27,42;333,0;8;COPDEM30;686
RGI2000-v7.0-G-11-00543;11;11-01;G006957E45267N;752986;731;2003-08-13T00:00:00;6,955761;45,266570;32;0,1558;0;0;0;0;Glacier Ouest de l'Arcelle Neuve_2;0;6,956286233214360;45,268434708479800;3041,3;3336,3;3158,4;3166,8;35,77;347,0;1;COPDEM30;504
RGI2000-v7.0-G-11-00544;11;11-01;G007001E45250N;753041;731;2003-08-13T00:00:00;7,000434;45,250111;32;0,0665;0;0;0;0;FR4N01153D11 du Pas du Chapeau?;0;7,000281193762860;45,251437661785800;3214,6;3393,9;3300,6;3306,4;29,66;4,7;1;COPDEM30;333
RGI2000-v7.0-G-11-00545;11;11-01;G006997E45242N;753031;731;2003-08-13T00:00:00;6,995844;45,241783;32;0,1917;0;0;0;0;FR4L01421A03 du Lamet;0;6,994964707683050;45,244345200462700;3124,1;3459,1;3332,7;3328,8;26,04;335,7;8;COPDEM30;600
RGI2000-v7.0-G-11-00546;11;11-01;G007008E45241N;753052;731;2003-08-13T00:00:00;7,006330;45,241968;32;0,5142;0;0;0;0;FR4N01153D10 de Roche Michel;0;7,012814684163360;45,242119040868100;3147,4;3413,9;3314,2;3307,9;16,37;35,0;2;COPDEM30;1115
RGI2000-v7.0-G-11-00547;11;11-01;G007053E45229N;753104;731;2003-08-13T00:00:00;7,056760;45,225474;32;0,1233;0;0;0;0;Mont du Tour;0;7,053013715055200;45,228853548710000;3006,2;3261,3;3181,7;3166,5;26,36;43,1;2;COPDEM30;773
RGI2000-v7.0-G-11-00548;11;11-01;G007067E45221N;753124;731;2003-08-13T00:00:00;7,069334;45,219458;32;2,2081;0;0;0;2;FR4N01153D08 de Rochemelon;0;7,059812763736540;45,231146362622700;2876,7;3282,7;3169,2;3138,1;12,65;351,8;1;COPDEM30;2802
RGI2000-v7.0-G-11-00549;11;11-01;G007074E45206N;753135;731;2003-08-13T00:00:00;7,074043;45,205915;32;0,0306;0;0;0;0;;0;7,073637584045130;45,206613479107100;3298,5;3385,8;3346,5;3344,7;28,44;6,5;1;COPDEM30;268
RGI2000-v7.0-G-11-00553;11;11-01;G007170E45398N;753239;731;2003-08-13T00:00:00;7,174383;45,400379;32;1,2939;0;0;0;1;FR4N01153B14+B15 des Sources de l'Arc 3;0;7,159042134078250;45,396852651089900;2726,4;3397,9;3108,2;3091,3;17,67;260,4;7;COPDEM30;2365
RGI2000-v7.0-G-11-00631;11;11-01;G006996E45694N;753033;731;2003-08-13T00:00:00;6,995687;45,694416;32;0,0171;0;0;0;0;;0;6,996853729288720;45,694123309477100;2884,7;2968,0;2922,9;2927,2;30,82;50,3;2;COPDEM30;123
RGI2000-v7.0-G-11-00632;11;11-01;G006994E45698N;753026;731;2003-08-13T00:00:00;6,993810;45,698427;32;0,0162;0;0;0;0;;0;6,993591944436660;45,699136500665600;2736,1;2799,0;2770,6;2768,8;23,90;19,1;1;COPDEM30;190
RGI2000-v7.0-G-11-00635;11;11-01;G006965E45648N;752995;731;2003-08-13T00:00:00;6,966103;45,648407;32;0,0304;0;0;0;0;FR4N01144B06 du Petit;0;6,963838819485460;45,648359310506800;2676,6;2792,6;2718,1;2718,8;30,50;324,8;8;COPDEM30;216
RGI2000-v7.0-G-11-00637;11;11-01;G006985E45642N;753015;731;2003-08-13T00:00:00;6,986215;45,640758;32;0,5888;0;0;0;0;FR4N01144B08 du Grand;0;6,978825467815890;45,643442260277700;2777,1;3211,7;3021,2;3013,2;23,27;295,6;8;COPDEM30;1229
RGI2000-v7.0-G-11-00638;11;11-01;G006986E45634N;753011;731;2003-08-13T00:00:00;6,984914;45,633675;32;0,9430;0;0;0;0;FR4N01144B11 de l'Invernet;0;6,976825552924100;45,632404291274500;2590,0;3332,5;2902,9;2903,0;26,71;279,7;7;COPDEM30;2053
RGI2000-v7.0-G-11-00662;11;11-01;G006804E45769N;752816;731;2003-08-13T00:00:00;6,803934;45,769419;32;0,0642;0;0;0;0;FR4N01144A19 Petite Aiguille des Glaciers 1;0;6,804294132007380;45,768212547450300;3198,8;3396,4;3301,5;3299,9;32,42;173,8;5;COPDEM30;301
RGI2000-v7.0-G-11-00664;11;11-01;G006794E45769N;752802;731;2003-08-13T00:00:00;6,793855;45,771355;32;1,4452;0;0;0;0;FR4N01144A18 des Glaciers;0;6,786635584934680;45,761168569678500;2537,7;3671,5;3155,2;3148,3;28,91;209,0;6;COPDEM30;2482
RGI2000-v7.0-G-11-00665;11;11-01;G006785E45770N;752791;731;2003-08-13T00:00:00;6,785092;45,769924;32;0,0280;0;0;0;0;;0;6,784314668385800;45,768854337406100;2906,7;3076,9;2994,2;2990,2;39,12;182,1;5;COPDEM30;296
RGI2000-v7.0-G-11-00666;11;11-01;G006777E45768N;752784;731;2003-08-13T00:00:00;6,777603;45,767329;32;0,0424;0;0;0;0;;0;6,776974795005550;45,766106403791300;2776,1;2892,5;2822,3;2824,2;27,81;194,1;5;COPDEM30;283
RGI2000-v7.0-G-11-00667;11;11-01;G006764E45765N;752773;731;2003-08-13T00:00:00;6,761823;45,764358;32;0,3503;0;0;0;0;FR4N01144A11 des Lanchettes;0;6,764773369652190;45,760298745144100;2521,1;2849,7;2685,5;2676,1;27,39;123,6;4;COPDEM30;892
RGI2000-v7.0-G-11-00668;11;11-01;G006753E45760N;752763;731;2003-08-13T00:00:00;6,754100;45,760340;32;0,0627;0;0;0;0;FR4N01144A10 d'Enclave;0;6,753154263580230;45,758890390371600;2778,0;2908,0;2842,6;2841,2;28,01;172,5;5;COPDEM30;330
RGI2000-v7.0-G-11-00669;11;11-01;G006755E45771N;752766;731;2003-08-13T00:00:00;6,754886;45,770692;32;0,0438;0;0;0;0;FR4N01239D05 de la Pyramide Chaplan;0;6,756563777967650;45,772127450994900;2816,7;2992,8;2925,7;2920,1;30,21;349,2;1;COPDEM30;432
RGI2000-v7.0-G-11-00670;11;11-01;G006755E45773N;752764;731;2003-08-13T00:00:00;6,754136;45,773607;32;0,0918;0;0;0;0;FR4N01239D06 du Col des Chasseurs;0;6,756403923279790;45,775565192464700;2527,4;2830,5;2655,7;2663,5;34,25;2,4;1;COPDEM30;618
RGI2000-v7.0-G-11-00671;11;11-01;G006762E45772N;752774;731;2003-08-13T00:00:00;6,761508;45,771407;32;0,3635;0;0;0;0;FR4N01239D04 du Mont Tondu;0;6,768458129465790;45,774849419453000;2559,8;3036,6;2799,3;2803,6;26,87;19,6;1;COPDEM30;1322
RGI2000-v7.0-G-11-00672;11;11-01;G006746E45748N;752759;731;2003-08-13T00:00:00;6,745359;45,748411;32;0,0209;0;0;0;0;FR4N01144A?? Clapiere;0;6,746696659559860;45,748573450621700;2521,2;2661,5;2578,3;2582,0;32,04;77,0;3;COPDEM30;245
RGI2000-v7.0-G-11-00677;11;11-01;G006811E45796N;752827;731;2003-08-13T00:00:00;6,810604;45,795910;32;0,0378;0;0;0;0;;0;6,809186291615710;45,795776589087400;3588,8;3811,5;3715,9;3714,8;40,19;260,2;7;COPDEM30;221
RGI2000-v7.0-G-11-00678;11;11-01;G006784E45784N;752800;731;2003-08-13T00:00:00;6,793092;45,792878;32;8,3631;0;0;0;0;FR4N01239D01 de Tre la Tete;0;6,747046489060090;45,789150350707200;1999,6;3840,4;2967,4;2928,9;24,14;274,9;7;COPDEM30;7434
RGI2000-v7.0-G-11-00679;11;11-01;G006783E45783N;752782;731;2003-08-13T00:00:00;6,775346;45,799472;32;0,1487;0;0;0;0;FR4N01239D03 de la Berangere;0;6,770318882654450;45,797438430183200;3054,7;3367,1;3173,5;3184,5;24,06;192,9;5;COPDEM30;1039
RGI2000-v7.0-G-11-00680;11;11-01;G006778E45809N;752785;731;2003-08-13T00:00:00;6,779665;45,808706;32;0,6025;0;0;0;0;FR4N01239C01 d'Armancette;0;6,769980205078120;45,812464894823600;2604,8;3611,6;3164,5;3144,1;32,79;293,2;8;COPDEM30;1822
RGI2000-v7.0-G-11-00681;11;11-01;G006783E45817N;752786;731;2003-08-13T00:00:00;6,782126;45,816835;32;0,7118;0;0;0;0;FR4N01239B06 de Covagnet;0;6,775806203536660;45,823342762128000;2230,5;3643,4;3030,6;3031,6;38,57;327,9;8;COPDEM30;1858
RGI2000-v7.0-G-11-00682;11;11-01;G006785E45822N;752792;731;2003-08-13T00:00:00;6,785179;45,822368;32;0,0258;0;0;0;0;FR4N01239B05 du Miage 1;0;6,784154058623990;45,822854470301200;2371,0;2550,3;2436,3;2442,9;39,15;327,6;8;COPDEM30;244
RGI2000-v7.0-G-11-00683;11;11-01;G006792E45817N;752799;731;2003-08-13T00:00:00;6,791996;45,817255;32;0,2206;0;0;0;0;FR4N01239B04 du Miage 2;0;6,786800777924840;45,820308139111100;2668,8;3556,1;3149,0;3130,4;45,60;326,0;8;COPDEM30;982
RGI2000-v7.0-G-11-00684;11;11-01;G006799E45819N;752811;731;2003-08-13T00:00:00;6,799071;45,819328;32;0,6222;0;0;0;0;FR4N01239B04 du Miage 3;0;6,797029250369310;45,822734099656400;2776,2;3629,0;3239,5;3240,1;44,42;342,7;1;COPDEM30;905
RGI2000-v7.0-G-11-00712;11;11-01;G007002E45895N;753045;731;2003-08-13T00:00:00;7,001626;45,894829;32;0,0998;0;0;0;0;;0;6,997699597663600;45,893846560706000;3191,5;3546,1;3467,0;3442,5;30,53;294,2;8;COPDEM30;437
RGI2000-v7.0-G-11-00713;11;11-01;G006994E45896N;753027;731;2003-08-13T00:00:00;6,994455;45,895250;32;0,3781;0;0;0;0;FR4N01236A09 Pierre Joseph;0;6,988855687516250;45,892916398808500;2738,0;3323,8;3094,6;3073,5;34,22;259,1;7;COPDEM30;1078
RGI2000-v7.0-G-11-00733;11;11-01;G007003E45960N;753056;731;2003-08-13T00:00:00;7,006605;45,960993;32;1,0239;0;0;0;0;FR4N01235A06 du Chardonnet;0;6,994181361612540;45,957155660899800;2710,9;3763,1;3178,9;3174,2;29,99;278,2;7;COPDEM30;1818
RGI2000-v7.0-G-11-00734;11;11-01;G007008E45954N;753061;731;2003-08-13T00:00:00;7,010496;45,954944;32;0,3860;0;0;0;0;FR4N01235A07 du Milieu;0;7,000527448275590;45,950607371418400;2825,0;3730,1;3232,3;3234,0;31,28;249,5;7;COPDEM30;1652
